France, Total Population, Exposure to risk (period 1x1)     Last modified: 17-Jul-2007, MPv5 (May07)

   Year      Age       Female          Male         Total
   1899        0       366360.78    370027.44    736388.22 
   1899        1       344201.60    344778.88    688980.48 
   1899        2       344958.34    343363.99    688322.33 
   1899        3       337317.17    333970.34    671287.51 
   1899        4       329850.32    326653.05    656503.37 
   1899        5       329942.27    328398.32    658340.59 
   1899        6       324348.76    323103.21    647451.97 
   1899        7       316795.83    316099.83    632895.66 
   1899        8       318999.83    320053.40    639053.22 
   1899        9       321144.07    321747.23    642891.30 
   1899       10       322441.20    322896.40    645337.60 
   1899       11       325490.00    330095.49    655585.49 
   1899       12       323840.83    330845.86    654686.69 
   1899       13       327990.32    333045.66    661035.98 
   1899       14       333638.38    337645.56    671283.94 
   1899       15       331689.14    335542.15    667231.29 
   1899       16       334737.85    333641.07    668378.92 
   1899       17       328886.83    322888.20    651775.03 
   1899       18       329637.22    312890.35    642527.57 
   1899       19       328184.10    316934.84    645118.94 
   1899       20       322939.73    313751.48    636691.20 
   1899       21       325938.44    315750.98    641689.42 
   1899       22       325535.54    319648.07    645183.61 
   1899       23       335841.52    322104.09    657945.61 
   1899       24       329888.79    322951.17    652839.97 
   1899       25       316091.01    315506.53    631597.54 
   1899       26       314336.79    313252.73    627589.53 
   1899       27       288811.48    288174.90    576986.38 
   1899       28       287672.73    269738.13    557410.86 
   1899       29       289890.39    278254.05    568144.44 
   1899       30       274442.88    274953.71    549396.59 
   1899       31       274438.03    275048.54    549486.57 
   1899       32       276241.32    279151.03    555392.35 
   1899       33       285140.70    282301.73    567442.44 
   1899       34       283641.04    278751.30    562392.34 
   1899       35       278886.54    274692.52    553579.07 
   1899       36       278290.65    273345.28    551635.93 
   1899       37       270536.60    269591.60    540128.20 
   1899       38       265742.17    268047.94    533790.11 
   1899       39       263179.96    269982.82    533162.78 
   1899       40       252544.93    258745.63    511290.57 
   1899       41       237543.62    238242.83    475786.46 
   1899       42       235486.77    234434.86    469921.63 
   1899       43       239896.25    236646.34    476542.60 
   1899       44       232485.66    228983.70    461469.36 
   1899       45       223436.23    223929.83    447366.06 
   1899       46       231832.84    228927.83    460760.67 
   1899       47       240635.94    233031.83    473667.76 
   1899       48       235139.76    229133.58    464273.33 
   1899       49       227281.17    218075.32    445356.48 
   1899       50       235892.32    213790.73    449683.05 
   1899       51       221741.10    200341.16    422082.26 
   1899       52       201171.89    189562.95    390734.83 
   1899       53       216829.68    201675.78    418505.46 
   1899       54       216737.14    202333.80    419070.95 
   1899       55       200976.61    192072.51    393049.11 
   1899       56       198528.47    190424.86    388953.33 
   1899       57       200979.68    191727.65    392707.33 
   1899       58       194932.41    185381.75    380314.16 
   1899       59       184726.39    174872.40    359598.79 
   1899       60       174715.20    166416.88    341132.09 
   1899       61       170174.70    160277.45    330452.16 
   1899       62       167303.25    155106.16    322409.41 
   1899       63       171207.58    156011.18    327218.76 
   1899       64       164062.97    148018.30    312081.27 
   1899       65       148956.35    133565.50    282521.85 
   1899       66       142811.13    126273.27    269084.40 
   1899       67       139078.92    122689.52    261768.44 
   1899       68       136997.91    121514.79    258512.70 
   1899       69       131743.44    115654.46    247397.90 
   1899       70       121522.02    106542.57    228064.59 
   1899       71       110184.76     98445.68    208630.44 
   1899       72       101218.62     89837.76    191056.38 
   1899       73        98138.16     83702.82    181840.98 
   1899       74        89521.03     76491.26    166012.29 
   1899       75        77125.23     66348.88    143474.11 
   1899       76        70214.50     59339.66    129554.16 
   1899       77        65128.74     54047.06    119175.80 
   1899       78        59223.01     48147.46    107370.47 
   1899       79        51114.61     41137.92     92252.53 
   1899       80        43611.64     33378.56     76990.20 
   1899       81        35734.75     26867.48     62602.22 
   1899       82        31262.64     23072.15     54334.78 
   1899       83        26352.15     18908.39     45260.54 
   1899       84        21092.94     14648.01     35740.96 
   1899       85        16265.12     11065.46     27330.58 
   1899       86        12329.76      8168.92     20498.68 
   1899       87         9432.74      5966.25     15398.99 
   1899       88         7262.11      4375.24     11637.35 
   1899       89         5359.04      3149.61      8508.65 
   1899       90         3775.98      2175.81      5951.80 
   1899       91         2633.93      1447.44      4081.37 
   1899       92         1810.24       951.87      2762.11 
   1899       93         1206.36       620.02      1826.38 
   1899       94          783.09       387.35      1170.44 
   1899       95          493.61       230.77       724.38 
   1899       96          305.46       132.59       438.05 
   1899       97          179.31        74.51       253.82 
   1899       98          102.85        41.62       144.47 
   1899       99           61.38        23.48        84.87 
   1899      100           33.25        12.69        45.94 
   1899      101           16.87         5.93        22.80 
   1899      102            8.59         2.53        11.12 
   1899      103            4.30         0.87         5.18 
   1899      104            1.76         0.06         1.82 
   1899      105            0.53         0.00         0.53 
   1899      106            0.04         0.00         0.04 
   1899      107            0.00         0.00         0.00 
   1899      108            0.00         0.00         0.00 
   1899      109            0.00         0.00         0.00 
   1899      110+           0.00         0.00         0.00 
   1900        0       367936.62    372684.43    740621.06 
   1900        1       340351.69    339822.44    680174.13 
   1900        2       337003.25    336110.30    673113.55 
   1900        3       339605.11    338308.41    677913.52 
   1900        4       333812.46    331513.74    665326.20 
   1900        5       327542.40    325498.35    653040.76 
   1900        6       328593.96    328048.78    656642.74 
   1900        7       323549.11    322902.89    646452.00 
   1900        8       316146.29    315649.95    631796.24 
   1900        9       318699.96    319052.99    637752.95 
   1900       10       321038.61    321343.62    642382.24 
   1900       11       322242.19    323146.74    645388.93 
   1900       12       325189.34    328945.52    654134.85 
   1900       13       323389.42    328245.97    651635.40 
   1900       14       327639.84    330645.41    658285.25 
   1900       15       332736.86    335091.32    667828.18 
   1900       16       330088.01    332589.97    662677.98 
   1900       17       332737.32    330639.27    663376.59 
   1900       18       326985.98    320586.57    647572.55 
   1900       19       327487.71    311689.71    639177.42 
   1900       20       325488.25    315299.17    640787.43 
   1900       21       320039.56    311751.94    631791.50 
   1900       22       322637.95    313501.29    636139.25 
   1900       23       323735.56    317448.43    641183.99 
   1900       24       333741.51    319954.21    653695.71 
   1900       25       325939.28    319855.03    645794.32 
   1900       26       312240.90    312157.30    624398.20 
   1900       27       310586.53    309902.96    620489.49 
   1900       28       285712.18    285226.64    570938.83 
   1900       29       281622.27    268138.36    549760.63 
   1900       30       285640.10    277200.75    562840.85 
   1900       31       275243.15    273203.93    548447.08 
   1900       32       274736.95    272948.51    547685.46 
   1900       33       276841.50    277251.24    554092.75 
   1900       34       283840.67    279952.11    563792.78 
   1900       35       279787.91    275542.41    555330.32 
   1900       36       275136.28    271341.78    546478.05 
   1900       37       274690.65    269995.12    544685.77 
   1900       38       267036.25    266290.89    533327.14 
   1900       39       263392.28    264997.97    528390.25 
   1900       40       261778.46    266873.14    528651.60 
   1900       41       251145.45    255645.74    506791.19 
   1900       42       235942.33    235441.56    471383.89 
   1900       43       233836.45    231734.02    465570.47 
   1900       44       237746.42    233546.25    471292.67 
   1900       45       229933.83    225577.01    455510.84 
   1900       46       220785.57    220528.05    441313.62 
   1900       47       228880.62    225324.73    454205.35 
   1900       48       237383.46    229278.62    466662.08 
   1900       49       232039.40    225282.48    457321.89 
   1900       50       224076.78    214120.48    438197.26 
   1900       51       232292.50    209740.68    442033.19 
   1900       52       218189.54    196189.48    414379.02 
   1900       53       197819.51    185562.75    383382.27 
   1900       54       212727.86    197172.67    409900.53 
   1900       55       212034.04    197532.30    409566.33 
   1900       56       196572.90    187318.93    383891.83 
   1900       57       194026.65    185521.98    379548.62 
   1900       58       195876.46    186173.56    382050.02 
   1900       59       190731.59    180030.57    370762.16 
   1900       60       181061.72    169612.56    350674.28 
   1900       61       170665.50    160967.17    331632.67 
   1900       62       165918.57    154523.13    320441.70 
   1900       63       162347.50    149149.35    311496.85 
   1900       64       165501.86    149907.12    315408.98 
   1900       65       157497.68    141408.65    298906.33 
   1900       66       142501.31    126962.30    269463.61 
   1900       67       136207.29    119419.51    255626.80 
   1900       68       131813.82    115531.73    247345.55 
   1900       69       129894.53    114162.38    244056.92 
   1900       70       124071.09    107789.66    231860.75 
   1900       71       113426.63     98441.33    211867.96 
   1900       72       102522.13     90436.02    192958.15 
   1900       73        93267.21     81687.07    174954.28 
   1900       74        89983.39     75600.05    165583.44 
   1900       75        81155.09     68329.33    149484.42 
   1900       76        69121.93     58648.96    127770.90 
   1900       77        62563.48     51986.97    114550.45 
   1900       78        57422.57     46743.73    104166.30 
   1900       79        51624.92     41048.42     92673.34 
   1900       80        44926.65     34274.32     79200.97 
   1900       81        36824.84     27466.54     64291.38 
   1900       82        29905.60     21845.59     51751.20 
   1900       83        25584.69     18309.97     43894.66 
   1900       84        21128.94     14649.72     35778.66 
   1900       85        16436.94     11000.73     27437.67 
   1900       86        12653.31      8308.59     20961.91 
   1900       87         9316.53      5945.66     15262.19 
   1900       88         6975.41      4217.03     11192.45 
   1900       89         5305.29      3033.89      8339.18 
   1900       90         3838.97      2148.00      5986.97 
   1900       91         2625.17      1448.10      4073.27 
   1900       92         1785.52       933.35      2718.87 
   1900       93         1201.60       598.92      1800.52 
   1900       94          781.73       384.62      1166.35 
   1900       95          495.12       234.88       729.99 
   1900       96          303.83       134.85       438.68 
   1900       97          183.94        73.98       257.93 
   1900       98          103.71        39.73       143.44 
   1900       99           57.15        21.55        78.70 
   1900      100           34.53        12.23        46.76 
   1900      101           17.90         6.54        24.45 
   1900      102            8.33         2.66        11.00 
   1900      103            3.97         0.84         4.81 
   1900      104            1.87         0.06         1.93 
   1900      105            0.50         0.00         0.50 
   1900      106            0.00         0.00         0.00 
   1900      107            0.00         0.00         0.00 
   1900      108            0.00         0.00         0.00 
   1900      109            0.00         0.00         0.00 
   1900      110+           0.00         0.00         0.00 
   1901        0       374031.26    380973.27    755004.54 
   1901        1       343096.37    343318.22    686414.59 
   1901        2       334716.91    333120.66    667837.57 
   1901        3       333303.46    332357.07    665660.54 
   1901        4       336154.95    335456.78    671611.72 
   1901        5       332101.57    330356.51    662458.08 
   1901        6       325844.46    324999.17    650843.64 
   1901        7       327595.67    327999.41    655595.09 
   1901        8       323049.76    323052.76    646102.53 
   1901        9       315747.30    315450.28    631197.58 
   1901       10       318544.79    318199.05    636743.84 
   1901       11       321039.80    320944.51    641984.31 
   1901       12       322042.46    323497.01    645539.47 
   1901       13       324790.35    327696.01    652486.35 
   1901       14       322990.02    325646.14    648636.16 
   1901       15       327139.52    328141.40    655280.92 
   1901       16       331686.96    332340.97    664027.93 
   1901       17       328388.53    329490.24    657878.77 
   1901       18       330638.10    327439.53    658077.63 
   1901       19       325187.98    318187.74    643375.72 
   1901       20       325392.63    310405.41    635798.04 
   1901       21       322689.21    313449.82    636139.03 
   1901       22       317040.39    309502.73    626543.12 
   1901       23       319389.25    311351.88    630741.13 
   1901       24       321886.88    315449.28    637336.16 
   1901       25       331543.75    317958.17    649501.92 
   1901       26       322040.81    316805.67    638846.48 
   1901       27       308392.23    308807.17    617199.41 
   1901       28       306838.04    306603.41    613441.45 
   1901       29       282612.09    282374.06    564986.15 
   1901       30       275524.65    266534.89    542059.54 
   1901       31       281492.17    276201.31    557693.48 
   1901       32       276094.29    271404.71    547499.00 
   1901       33       275089.32    270799.32    545888.64 
   1901       34       277543.02    275401.85    552944.87 
   1901       35       282539.66    277494.34    560033.99 
   1901       36       275989.74    272243.58    548233.31 
   1901       37       271387.87    267942.77    539330.64 
   1901       38       271041.75    266546.21    537587.96 
   1901       39       263638.14    262892.12    526530.27 
   1901       40       260943.26    261843.45    522786.72 
   1901       41       260381.57    263627.01    524008.59 
   1901       42       249695.88    252496.82    502192.70 
   1901       43       234244.24    232593.15    466837.40 
   1901       44       232238.46    229036.05    461274.51 
   1901       45       235647.23    230343.68    465990.91 
   1901       46       227285.68    221929.81    449215.49 
   1901       47       218137.23    217029.78    435167.01 
   1901       48       225682.45    221627.49    447309.94 
   1901       49       234136.76    225430.92    459567.67 
   1901       50       228889.07    221183.11    450072.19 
   1901       51       220880.20    210024.53    430904.73 
   1901       52       228593.27    205491.42    434084.69 
   1901       53       214391.56    191941.14    406332.70 
   1901       54       194422.77    181363.79    375786.56 
   1901       55       208428.60    192424.60    400853.20 
   1901       56       207136.05    192384.15    399520.20 
   1901       57       192026.37    182371.59    374397.97 
   1901       58       189378.79    180223.24    369602.03 
   1901       59       190731.15    180427.74    371158.89 
   1901       60       186124.20    174328.64    360452.84 
   1901       61       177168.22    164269.01    341437.23 
   1901       62       166565.84    155317.41    321883.25 
   1901       63       161022.42    148426.25    309448.67 
   1901       64       157352.88    143004.86    300357.75 
   1901       65       159447.69    143454.17    302901.86 
   1901       66       150653.11    134562.65    285215.76 
   1901       67       135957.76    120016.16    255973.92 
   1901       68       129261.25    112423.71    241684.96 
   1901       69       124529.80    108339.95    232869.75 
   1901       70       122388.28    106359.33    228747.62 
   1901       71       116388.70     99851.23    216239.92 
   1901       72       105375.42     90394.40    195769.82 
   1901       73        94533.74     82296.10    176829.85 
   1901       74        85576.16     73793.26    159369.42 
   1901       75        81683.52     67500.18    149183.70 
   1901       76        72969.61     60443.00    133412.61 
   1901       77        61637.15     51406.85    113043.99 
   1901       78        55070.85     44894.79     99965.63 
   1901       79        50040.42     39805.89     89846.31 
   1901       80        43602.72     33502.11     77104.84 
   1901       81        38054.12     28227.89     66282.01 
   1901       82        30835.11     22292.50     53127.61 
   1901       83        24467.40     17263.65     41731.04 
   1901       84        20618.35     14209.34     34827.69 
   1901       85        16573.57     11042.52     27616.08 
   1901       86        12872.22      8287.14     21159.35 
   1901       87         9687.06      6116.75     15803.81 
   1901       88         6899.01      4223.02     11122.03 
   1901       89         5051.48      2897.55      7949.02 
   1901       90         3811.68      2049.75      5861.44 
   1901       91         2708.90      1433.84      4142.74 
   1901       92         1792.57       944.20      2736.76 
   1901       93         1188.60       587.83      1776.43 
   1901       94          785.41       368.77      1154.18 
   1901       95          499.65       235.74       735.39 
   1901       96          309.34       141.33       450.68 
   1901       97          184.96        77.77       262.73 
   1901       98          110.04        40.15       150.18 
   1901       99           59.06        20.23        79.29 
   1901      100           30.93        10.63        41.56 
   1901      101           19.56         6.27        25.83 
   1901      102            9.58         3.38        12.96 
   1901      103            3.83         1.03         4.86 
   1901      104            1.60         0.05         1.65 
   1901      105            0.65         0.00         0.65 
   1901      106            0.04         0.00         0.04 
   1901      107            0.00         0.00         0.00 
   1901      108            0.00         0.00         0.00 
   1901      109            0.00         0.00         0.00 
   1901      110+           0.00         0.00         0.00 
   1902        0       380861.59    388425.25    769286.84 
   1902        1       350640.57    353413.15    704053.72 
   1902        2       336555.00    336659.50    673214.51 
   1902        3       332111.35    330913.01    663024.36 
   1902        4       331503.10    330505.65    662008.74 
   1902        5       334046.30    333751.42    667797.72 
   1902        6       330551.55    329905.15    660456.70 
   1902        7       324645.85    324949.59    649595.44 
   1902        8       326946.71    328299.75    655246.46 
   1902        9       322800.03    323402.36    646202.39 
   1902       10       315442.73    315346.89    630789.62 
   1902       11       318495.22    317499.36    635994.58 
   1902       12       321090.06    320645.05    641735.11 
   1902       13       321892.36    323847.40    645739.75 
   1902       14       324389.41    326496.34    650885.75 
   1902       15       322439.62    322992.59    645432.20 
   1902       16       326589.08    325440.63    652029.71 
   1902       17       330537.15    329539.82    660076.97 
   1902       18       326688.48    326189.33    652877.81 
   1902       19       328587.84    324189.15    652777.00 
   1902       20       323292.18    315702.09    638994.27 
   1902       21       323143.42    308906.95    632050.38 
   1902       22       319889.12    311400.32    631289.44 
   1902       23       314090.91    307502.89    621593.80 
   1902       24       316089.82    309502.10    625591.91 
   1902       25       320139.04    313703.19    633842.23 
   1902       26       329494.39    316058.68    645553.06 
   1902       27       318241.70    313855.88    632097.58 
   1902       28       304642.90    305607.98    610250.88 
   1902       29       303139.04    303403.69    606542.73 
   1902       30       279613.51    279622.21    559235.72 
   1902       31       269526.24    264986.06    534512.30 
   1902       32       277392.16    275151.92    552544.08 
   1902       33       276994.91    269654.76    546649.67 
   1902       34       275539.59    268799.78    544339.36 
   1902       35       278341.13    273594.21    551935.33 
   1902       36       281340.22    275144.83    556485.05 
   1902       37       272340.52    268994.39    541334.90 
   1902       38       267688.60    264693.75    532382.34 
   1902       39       267542.68    263246.82    530789.51 
   1902       40       260288.92    259537.21    519826.13 
   1902       41       258644.53    258694.46    517338.99 
   1902       42       259029.93    260525.48    519555.40 
   1902       43       248196.77    249347.44    497544.22 
   1902       44       232644.49    229893.65    462538.15 
   1902       45       230688.28    226332.73    457021.01 
   1902       46       233497.76    227044.27    460542.03 
   1902       47       224736.24    218480.39    443216.64 
   1902       48       215487.42    213630.61    429118.03 
   1902       49       222733.95    218028.80    440762.74 
   1902       50       230985.14    221631.64    452616.78 
   1902       51       225840.30    217185.19    443025.49 
   1902       52       217628.42    206023.98    423652.40 
   1902       53       224794.35    201292.35    426086.70 
   1902       54       210792.22    187692.12    398484.35 
   1902       55       191072.68    177264.12    368336.80 
   1902       56       204178.88    187675.57    391854.45 
   1902       57       202337.41    187334.96    389672.37 
   1902       58       187525.29    177472.20    364997.49 
   1902       59       184779.60    175074.44    359854.04 
   1902       60       185422.38    174674.04    360096.42 
   1902       61       181578.27    168831.07    350409.33 
   1902       62       173415.79    158967.33    332383.12 
   1902       63       162117.39    149668.58    311785.98 
   1902       64       156473.81    142477.85    298951.66 
   1902       65       152292.86    136949.88    289242.74 
   1902       66       153550.01    137004.94    290554.95 
   1902       67       144105.53    127814.05    271919.59 
   1902       68       129556.87    113367.44    242924.30 
   1902       69       122613.45    105825.75    228439.20 
   1902       70       117216.67    101132.38    218349.06 
   1902       71       115296.00     98963.92    214259.92 
   1902       72       108932.82     92248.98    201181.80 
   1902       73        97329.99     82598.56    179928.55 
   1902       74        87086.48     74697.96    161784.44 
   1902       75        78171.06     66240.48    144411.54 
   1902       76        73939.07     60105.50    134044.57 
   1902       77        65627.37     53396.85    119024.22 
   1902       78        54688.44     44659.33     99347.77 
   1902       79        48384.53     38502.06     86886.59 
   1902       80        43267.62     32961.91     76229.53 
   1902       81        37367.53     27935.17     65302.70 
   1902       82        32219.60     23178.71     55398.31 
   1902       83        25552.66     17802.82     43355.49 
   1902       84        20038.98     13566.29     33605.27 
   1902       85        16453.52     10911.30     27364.82 
   1902       86        13103.36      8407.50     21510.86 
   1902       87        10074.02      6233.41     16307.43 
   1902       88         7405.86      4498.74     11904.60 
   1902       89         5078.69      2983.98      8062.66 
   1902       90         3634.00      1973.60      5607.60 
   1902       91         2735.54      1379.38      4114.93 
   1902       92         1913.02       960.90      2873.92 
   1902       93         1219.59       619.93      1839.52 
   1902       94          787.30       371.85      1159.14 
   1902       95          512.10       229.05       741.15 
   1902       96          318.72       147.95       466.67 
   1902       97          192.93        87.76       280.69 
   1902       98          112.17        46.01       158.18 
   1902       99           65.80        21.84        87.64 
   1902      100           32.92         9.97        42.90 
   1902      101           15.91         5.04        20.95 
   1902      102           11.15         3.30        14.46 
   1902      103            5.00         1.84         6.85 
   1902      104            1.40         0.29         1.69 
   1902      105            0.34         0.00         0.34 
   1902      106            0.04         0.00         0.04 
   1902      107            0.00         0.00         0.00 
   1902      108            0.00         0.00         0.00 
   1902      109            0.00         0.00         0.00 
   1902      110+           0.00         0.00         0.00 
   1903        0       375091.94    382736.88    757828.82 
   1903        1       357398.21    360776.49    718174.70 
   1903        2       342176.06    344479.20    686655.26 
   1903        3       333202.89    333555.44    666758.33 
   1903        4       331757.72    330458.49    662216.21 
   1903        5       329594.96    329750.34    659345.29 
   1903        6       332496.92    332751.00    665247.92 
   1903        7       329451.25    329854.29    659305.54 
   1903        8       323646.32    325199.65    648845.96 
   1903        9       326447.06    328849.76    655296.82 
   1903       10       322644.86    323948.65    646593.52 
   1903       11       315243.00    315447.09    630690.09 
   1903       12       318545.18    316799.32    635344.50 
   1903       13       321039.33    320445.04    641484.38 
   1903       14       321541.19    324197.32    645738.51 
   1903       15       323838.96    325242.22    649081.18 
   1903       16       321738.59    320141.31    641879.90 
   1903       17       325888.30    322639.48    648527.78 
   1903       18       329386.34    326437.94    655824.29 
   1903       19       324888.61    322738.95    647627.56 
   1903       20       326391.82    320803.31    647195.13 
   1903       21       321342.03    313002.28    634344.31 
   1903       22       320893.19    307256.85    628150.04 
   1903       23       317089.26    309500.21    626589.46 
   1903       24       311091.47    305702.56    616794.03 
   1903       25       312940.65    307755.52    620696.17 
   1903       26       318438.69    312003.00    630441.69 
   1903       27       327444.43    314208.54    641652.97 
   1903       28       314491.70    310955.60    625447.30 
   1903       29       300943.46    302407.42    603350.88 
   1903       30       299539.30    300199.89    599739.19 
   1903       31       276612.64    276821.14    553433.77 
   1903       32       263475.66    263435.26    526910.92 
   1903       33       273292.43    274101.65    547394.08 
   1903       34       277944.90    268004.57    545949.46 
   1903       35       275937.14    266791.91    542729.05 
   1903       36       279141.36    271794.40    550935.76 
   1903       37       280190.13    272794.72    552984.85 
   1903       38       268640.27    265844.19    534484.46 
   1903       39       264088.84    261493.78    525582.61 
   1903       40       264092.61    259891.72    523984.34 
   1903       41       256989.48    256238.17    513227.65 
   1903       42       256293.91    255594.01    511887.92 
   1903       43       257682.30    257327.56    515009.85 
   1903       44       246796.77    246297.31    493094.08 
   1903       45       231094.56    227090.24    458184.80 
   1903       46       229088.87    223583.08    452671.96 
   1903       47       231397.68    223894.46    455292.14 
   1903       48       222186.39    214980.63    437167.02 
   1903       49       212887.69    210331.59    423219.28 
   1903       50       219731.97    214428.31    434160.28 
   1903       51       227835.39    217832.58    445667.98 
   1903       52       222639.37    213184.20    435823.57 
   1903       53       214279.25    201974.86    416254.10 
   1903       54       221144.15    197142.48    418286.63 
   1903       55       207141.31    183542.47    390683.77 
   1903       56       187619.89    173163.55    360783.45 
   1903       57       199828.42    182925.34    382753.76 
   1903       58       197385.95    182385.23    379771.18 
   1903       59       182926.64    172571.93    355498.57 
   1903       60       180020.96    169770.14    349791.09 
   1903       61       180023.49    168975.95    348999.44 
   1903       62       176925.09    163179.09    340104.17 
   1903       63       169315.81    153516.92    322832.73 
   1903       64       157816.07    143968.14    301784.20 
   1903       65       151613.90    136421.92    288035.81 
   1903       66       147142.01    130749.65    277891.66 
   1903       67       147497.10    130504.29    278001.39 
   1903       68       137251.13    121011.93    258263.06 
   1903       69       122957.42    106717.31    229674.73 
   1903       70       115602.63     98918.84    214521.46 
   1903       71       109922.66     93935.51    203858.17 
   1903       72       107988.35     91510.77    199499.11 
   1903       73       101185.25     84550.03    185735.28 
   1903       74        89430.51     74947.49    164378.01 
   1903       75        79524.87     67092.02    146616.89 
   1903       76        70823.91     59043.30    129867.21 
   1903       77        66590.19     53106.24    119696.42 
   1903       78        58424.09     46498.11    104922.20 
   1903       79        48042.89     38362.29     86405.18 
   1903       80        44094.31     32923.69     77017.99 
   1903       81        37092.51     27481.66     64574.17 
   1903       82        31711.47     22987.63     54699.10 
   1903       83        26806.16     18571.28     45377.44 
   1903       84        20915.36     13970.33     34885.69 
   1903       85        15998.41     10391.91     26390.32 
   1903       86        12899.49      8235.48     21134.97 
   1903       87        10148.12      6257.26     16405.38 
   1903       88         7684.31      4556.34     12240.64 
   1903       89         5463.99      3172.15      8636.15 
   1903       90         3629.95      2024.75      5654.70 
   1903       91         2592.02      1332.04      3924.06 
   1903       92         1944.11       913.44      2857.55 
   1903       93         1318.18       627.35      1945.53 
   1903       94          820.97       383.82      1204.79 
   1903       95          531.11       219.29       750.40 
   1903       96          326.06       137.49       463.55 
   1903       97          195.04        92.05       287.09 
   1903       98          115.53        52.94       168.47 
   1903       99           62.34        25.37        87.70 
   1903      100           34.36        11.26        45.62 
   1903      101           16.19         4.48        20.67 
   1903      102            9.24         3.26        12.50 
   1903      103            7.24         2.25         9.48 
   1903      104            2.46         0.95         3.41 
   1903      105            0.00         0.00         0.00 
   1903      106            0.00         0.00         0.00 
   1903      107            0.00         0.00         0.00 
   1903      108            0.00         0.00         0.00 
   1903      109            0.00         0.00         0.00 
   1903      110+           0.00         0.00         0.00 
   1904        0       366780.33    373264.52    740044.85 
   1904        1       351503.81    354677.94    706181.75 
   1904        2       348656.55    351511.54    700168.09 
   1904        3       337014.37    339366.05    676380.42 
   1904        4       332151.50    332253.20    664404.70 
   1904        5       330898.48    331102.55    662001.02 
   1904        6       328995.95    329550.06    658546.01 
   1904        7       331297.46    332150.65    663448.11 
   1904        8       328500.83    330103.22    658604.05 
   1904        9       322846.90    325649.54    648496.44 
   1904       10       326142.78    329496.01    655638.80 
   1904       11       322644.78    324598.64    647243.42 
   1904       12       315092.31    315547.02    630639.33 
   1904       13       318444.62    316199.21    634643.83 
   1904       14       320887.66    320144.74    641032.41 
   1904       15       321090.50    324493.27    645583.77 
   1904       16       323137.09    323790.72    646927.82 
   1904       17       320936.80    317088.94    638025.74 
   1904       18       325086.91    319537.38    644624.28 
   1904       19       328084.98    323187.37    651272.35 
   1904       20       322991.35    319202.08    642193.44 
   1904       21       324141.19    317203.20    641344.39 
   1904       22       319291.05    310151.97    629443.01 
   1904       23       318592.20    305606.02    624198.22 
   1904       24       314238.60    307799.87    622038.47 
   1904       25       308191.83    303905.63    612097.46 
   1904       26       309690.07    306105.20    615795.27 
   1904       27       316638.69    310302.71    626941.40 
   1904       28       325444.03    312407.96    637851.98 
   1904       29       310791.46    308105.03    618896.49 
   1904       30       297293.11    299153.59    596446.69 
   1904       31       296039.85    297049.58    593089.43 
   1904       32       273612.64    274071.45    547684.09 
   1904       33       257526.50    261835.16    519361.66 
   1904       34       269291.96    273151.31    542443.27 
   1904       35       278842.51    266297.03    545139.54 
   1904       36       276437.08    264691.46    541128.54 
   1904       37       279940.79    269943.76    549884.55 
   1904       38       278939.28    270444.27    549383.55 
   1904       39       264990.46    262693.99    527684.45 
   1904       40       260437.69    258237.68    518675.36 
   1904       41       260592.74    256641.74    517234.48 
   1904       42       253688.16    252986.80    506674.97 
   1904       43       253993.96    252493.81    506487.77 
   1904       44       256431.55    254276.58    510708.13 
   1904       45       245446.09    243193.52    488639.61 
   1904       46       229544.00    224339.78    453883.78 
   1904       47       227587.80    220882.41    448470.21 
   1904       48       229297.16    220693.63    449990.79 
   1904       49       219586.12    211580.42    431166.55 
   1904       50       210285.96    206929.24    417215.20 
   1904       51       216731.99    210829.21    427561.20 
   1904       52       224482.68    214030.25    438512.93 
   1904       53       219288.53    209082.94    428371.47 
   1904       54       210927.59    197922.93    408850.51 
   1904       55       217292.29    192991.95    410284.23 
   1904       56       203290.04    179291.41    382581.46 
   1904       57       184018.87    168962.59    352981.46 
   1904       58       195325.08    178173.25    373498.33 
   1904       59       192335.28    177283.80    369619.09 
   1904       60       178064.50    167364.90    345429.40 
   1904       61       175021.17    164370.06    339391.23 
   1904       62       174468.53    163072.16    337540.69 
   1904       63       171923.21    157327.77    329250.98 
   1904       64       165163.48    147865.20    313028.68 
   1904       65       153155.19    138060.91    291216.09 
   1904       66       146510.68    130220.74    276731.42 
   1904       67       141638.93    124446.53    266085.46 
   1904       68       141040.67    123850.83    264891.50 
   1904       69       130199.85    114060.79    244260.64 
   1904       70       115943.88     99657.52    215601.40 
   1904       71       108453.43     91869.50    200322.92 
   1904       72       102310.89     86627.28    188938.18 
   1904       73       100287.41     83860.43    184147.85 
   1904       74        93481.14     76898.21    170379.36 
   1904       75        81268.10     67088.27    148356.37 
   1904       76        71925.80     59692.79    131618.59 
   1904       77        63723.09     52042.72    115765.81 
   1904       78        59136.01     46154.61    105290.62 
   1904       79        51227.95     40100.25     91328.20 
   1904       80        44691.58     33198.57     77890.15 
   1904       81        37745.71     27393.71     65139.42 
   1904       82        31410.03     22573.27     53983.30 
   1904       83        26258.16     18434.53     44692.69 
   1904       84        21801.31     14570.30     36371.61 
   1904       85        16545.56     10637.99     27183.55 
   1904       86        12445.79      7798.46     20244.24 
   1904       87         9898.90      6089.15     15988.05 
   1904       88         7648.62      4507.48     12156.10 
   1904       89         5654.44      3189.52      8843.96 
