Year     Age        Female             Male            Total
1899      0          64039.00         79768.56        143807.56
1899      1          12119.00         12822.09         24941.09
1899      2           6983.00          7014.05         13997.05
1899      3           4329.00          4470.04          8799.04
1899      4           3220.00          3111.02          6331.02
1899      5           2284.00          2222.02          4506.02
1899      6           1834.00          1773.01          3607.01
1899      7           1475.00          1460.01          2935.01
1899      8           1353.00          1296.01          2649.01
1899      9           1175.00          1180.01          2355.01
1899     10           1174.00          1051.00          2225.00
1899     11           1162.00          1050.00          2212.00
1899     12           1100.00          1011.01          2111.01
1899     13           1251.00           987.01          2238.01
1899     14           1373.00          1137.01          2510.01
1899     15           1535.00          1230.01          2765.01
1899     16           1693.00          1493.02          3186.02
1899     17           1871.00          1795.02          3666.02
1899     18           1986.00          1982.02          3968.02
1899     19           1959.00          2043.01          4002.01
1899     20           2187.00          2364.02          4551.02
1899     21           2193.00          2724.02          4917.02
1899     22           2377.00          2936.02          5313.02
1899     23           2370.00          2601.02          4971.02
1899     24           2291.00          2568.02          4859.02
1899     25           2390.00          2291.02          4681.02
1899     26           2393.00          2460.01          4853.01
1899     27           2135.00          2191.01          4326.01
1899     28           2201.00          2183.02          4384.02
1899     29           2151.00          2139.01          4290.01
1899     30           2250.00          2314.02          4564.02
1899     31           2116.00          2277.02          4393.02
1899     32           2383.00          2552.02          4935.02
1899     33           2277.00          2506.01          4783.01
1899     34           2261.00          2536.02          4797.02
1899     35           2385.00          2605.02          4990.02
1899     36           2392.00          2844.02          5236.02
1899     37           2322.00          2710.02          5032.02
1899     38           2437.00          2841.02          5278.02
1899     39           2297.00          2711.02          5008.02
1899     40           2406.00          3121.02          5527.02
1899     41           2054.00          2710.01          4764.01
1899     42           2309.00          2995.02          5304.02
1899     43           2296.00          2860.02          5156.02
1899     44           2207.00          2899.02          5106.02
1899     45           2403.00          3153.03          5556.03
1899     46           2416.00          3232.02          5648.02
1899     47           2493.00          3263.02          5756.02
1899     48           2761.00          3602.03          6363.03
1899     49           2673.00          3397.03          6070.03
1899     50           2974.00          3732.03          6706.03
1899     51           2786.00          3401.02          6187.02
1899     52           2997.00          3885.03          6882.03
1899     53           3130.00          3847.03          6977.03
1899     54           3161.00          4217.03          7378.03
1899     55           3416.00          4323.03          7739.03
1899     56           3679.00          4512.03          8191.03
1899     57           3769.00          4722.03          8491.03
1899     58           4126.00          5067.04          9193.04
1899     59           3944.00          4921.03          8865.03
1899     60           4673.00          5542.04         10215.04
1899     61           4274.00          5050.04          9324.04
1899     62           4959.00          5575.04         10534.04
1899     63           5345.00          5904.04         11249.04
1899     64           5547.00          6042.04         11589.04
1899     65           5905.00          6257.04         12162.04
1899     66           5955.00          6232.04         12187.04
1899     67           6125.00          6402.04         12527.04
1899     68           6793.00          7083.05         13876.05
1899     69           6865.00          7173.05         14038.05
1899     70           7656.00          7508.05         15164.05
1899     71           6991.00          7298.05         14289.05
1899     72           8007.00          8059.05         16066.05
1899     73           7708.00          7756.05         15464.05
1899     74           7757.00          7781.06         15538.06
1899     75           8169.00          7851.06         16020.06
1899     76           7821.00          7158.05         14979.05
1899     77           7339.00          6979.05         14318.05
1899     78           7607.00          7067.05         14674.05
1899     79           7055.00          6534.04         13589.04
1899     80           7153.00          6254.05         13407.05
1899     81           5454.00          4744.03         10198.03
1899     82           5835.00          4900.04         10735.04
1899     83           5232.00          4374.03          9606.03
1899     84           4860.00          3849.03          8709.03
1899     85           3804.36          2933.59          6737.95
1899     86           3214.60          2396.25          5610.85
1899     87           2657.05          1910.66          4567.71
1899     88           2145.96          1485.60          3631.56
1899     89           1691.76          1125.31          2817.07
1899     90           1300.57           829.70          2130.27
1899     91            974.11           595.01          1569.12
1899     92            710.28           414.78          1125.06
1899     93            503.85           280.94           784.79
1899     94            347.52           184.82           532.34
1899     95            232.97           118.08           351.05
1899     96            151.75            73.26           225.01
1899     97             96.04            44.15           140.19
1899     98             59.06            25.85            84.91
1899     99             35.29            14.71            50.00
1899    100             20.50             8.15            28.65
1899    101             11.59             4.39            15.98
1899    102              6.37             2.30             8.67
1899    103              3.42             1.18             4.60
1899    104              1.79             0.35             2.14
1899    105              0.91             0.00             0.91
1899    106              0.27             0.00             0.27
1899    107              0.00             0.00             0.00
1899    108              0.00             0.00             0.00
1899    109              0.00             0.00             0.00
1899    110+             0.00             0.00             0.00
1900      0          61635.27         76855.05        138490.32
1900      1          11293.43         11946.49         23239.92
1900      2           6091.31          6514.36         12605.67
1900      3           3953.85          4066.85          8020.70
1900      4           3063.66          2973.62          6037.28
1900      5           2149.46          2108.44          4257.90
1900      6           1836.40          1789.37          3625.77
1900      7           1534.33          1536.32          3070.65
1900      8           1358.29          1294.27          2652.56
1900      9           1225.26          1111.23          2336.49
1900     10           1114.24          1033.22          2147.46
1900     11           1055.22           971.20          2026.42
1900     12           1254.27          1061.22          2315.49
1900     13           1283.28          1001.21          2284.49
1900     14           1330.29          1061.22          2391.51
1900     15           1602.35          1277.27          2879.62
1900     16           1718.37          1589.33          3307.70
1900     17           1792.39          1815.38          3607.77
1900     18           2020.43          2065.43          4085.86
1900     19           1939.42          2146.45          4085.87
1900     20           2116.46          2348.49          4464.95
1900     21           2269.49          2783.58          5053.07
1900     22           2329.50          2993.63          5323.13
1900     23           2412.52          2676.56          5089.08
1900     24           2442.53          2558.53          5001.06
1900     25           2496.54          2440.51          4937.05
1900     26           2485.53          2497.52          4983.05
1900     27           2485.54          2500.52          4986.06
1900     28           2225.48          2329.48          4554.96
1900     29           2255.48          2169.46          4424.94
1900     30           2356.50          2488.52          4845.02
1900     31           2235.49          2350.49          4585.98
1900     32           2347.50          2617.54          4965.04
1900     33           2399.51          2620.55          5020.06
1900     34           2340.50          2756.58          5097.08
1900     35           2468.53          2900.61          5369.14
1900     36           2475.53          2939.62          5415.15
1900     37           2455.53          3071.65          5527.18
1900     38           2422.52          3009.63          5432.15
1900     39           2480.54          3112.65          5593.19
1900     40           2516.55          3357.70          5874.25
1900     41           2268.49          3207.67          5476.16
1900     42           2550.54          3280.69          5831.23
1900     43           2405.52          3206.67          5612.19
1900     44           2333.50          3111.65          5445.15
1900     45           2513.54          3492.73          6006.27
1900     46           2562.55          3469.72          6032.27
1900     47           2767.60          3722.78          6490.38
1900     48           2984.64          3888.81          6873.45
1900     49           2933.63          3902.81          6836.44
1900     50           3145.68          4161.87          7307.55
1900     51           3017.65          3862.81          6880.46
1900     52           3378.73          4160.87          7539.60
1900     53           3284.71          3934.82          7219.53
1900     54           3463.75          4390.92          7854.67
1900     55           3798.82          4825.01          8623.83
1900     56           4015.86          4940.03          8955.89
1900     57           4057.88          5097.07          9154.95
1900     58           4447.96          5673.18         10121.14
1900     59           4420.95          5505.15          9926.10
1900     60           5228.12          6203.30         11431.42
1900     61           4695.02          5561.16         10256.18
1900     62           5400.17          6117.28         11517.45
1900     63           5628.21          6500.36         12128.57
1900     64           6142.32          6593.38         12735.70
1900     65           6587.42          6998.46         13585.88
1900     66           6675.44          6929.44         13604.88
1900     67           6643.43          7232.51         13875.94
1900     68           7489.62          7282.52         14772.14
1900     69           7327.58          7677.60         15005.18
1900     70           8760.89          8733.82         17494.71
1900     71           7273.56          7743.62         15017.18
1900     72           8433.82          8678.81         17112.63
1900     73           8225.77          8224.72         16450.49
1900     74           8406.82          8308.73         16715.55
1900     75           8590.85          8503.78         17094.63
1900     76           8622.85          7925.66         16548.51
1900     77           7986.72          7541.57         15528.29
1900     78           8056.73          7489.56         15546.29
1900     79           7491.61          7006.46         14498.07
1900     80           8089.75          7000.46         15090.21
1900     81           6254.35          5532.15         11786.50
1900     82           5998.29          5080.06         11078.35
1900     83           5503.19          4565.95         10069.14
1900     84           5276.14          4233.88          9510.02
1900     85           4051.13          3143.58          7194.71
1900     86           3402.71          2569.19          5971.90
1900     87           2800.35          2043.62          4843.97
1900     88           2250.92          1584.84          3835.76
1900     89           1765.29          1197.10          2962.39
1900     90           1349.45           879.98          2229.43
1900     91           1004.62           629.05          1633.67
1900     92            727.79           437.04          1164.83
1900     93            512.74           294.96           807.70
1900     94            351.11           193.33           544.44
1900     95            233.60           123.05           356.65
1900     96            150.98            76.04           227.02
1900     97             94.78            45.65           140.43
1900     98             57.81            26.62            84.43
1900     99             34.26            15.09            49.35
1900    100             19.73             8.32            28.05
1900    101             11.05             4.47            15.52
1900    102              6.03             2.34             8.37
1900    103              3.20             1.19             4.39
1900    104              1.66             0.35             2.01
1900    105              0.84             0.00             0.84
1900    106              0.00             0.00             0.00
1900    107              0.00             0.00             0.00
1900    108              0.00             0.00             0.00
1900    109              0.00             0.00             0.00
1900    110+             0.00             0.00             0.00
1901      0          56421.00         70861.69        127282.69
1901      1          10293.00         10953.10         21246.10
1901      2           5853.00          6179.06         12032.06
1901      3           3748.00          3797.04          7545.04
1901      4           2936.00          2886.03          5822.03
1901      5           2172.00          2120.03          4292.03
1901      6           1761.00          1659.01          3420.01
1901      7           1493.00          1463.02          2956.02
1901      8           1255.00          1277.01          2532.01
1901      9           1154.00          1160.01          2314.01
1901     10           1063.00          1022.01          2085.01
1901     11           1038.00           933.01          1971.01
1901     12           1076.00           972.01          2048.01
1901     13           1190.00          1014.01          2204.01
1901     14           1271.00          1031.01          2302.01
1901     15           1480.00          1227.01          2707.01
1901     16           1671.00          1386.01          3057.01
1901     17           1741.00          1619.01          3360.01
1901     18           1780.00          1860.02          3640.02
1901     19           1836.00          1970.02          3806.02
1901     20           2116.00          2174.03          4290.03
1901     21           2091.00          2590.02          4681.02
1901     22           2284.00          2789.03          5073.03
1901     23           2249.00          2633.02          4882.02
1901     24           2344.00          2372.02          4716.02
1901     25           2417.00          2363.02          4780.02
1901     26           2354.00          2419.02          4773.02
1901     27           2374.00          2238.03          4612.03
1901     28           2377.00          2326.03          4703.03
1901     29           2062.00          2053.02          4115.02
1901     30           2160.00          2239.02          4399.02
1901     31           2053.00          2251.03          4304.03
1901     32           2135.00          2408.02          4543.02
1901     33           2068.00          2369.03          4437.03
1901     34           2214.00          2442.03          4656.03
1901     35           2235.00          2629.02          4864.02
1901     36           2278.00          2751.03          5029.03
1901     37           2354.00          2875.03          5229.03
1901     38           2413.00          2902.03          5315.03
1901     39           2244.00          2868.02          5112.02
1901     40           2539.00          3110.03          5649.03
1901     41           2256.00          2979.03          5235.03
1901     42           2549.00          3048.03          5597.03
1901     43           2201.00          2988.02          5189.02
1901     44           2201.00          2968.02          5169.02
1901     45           2354.00          3229.03          5583.03
1901     46           2370.00          3203.04          5573.04
1901     47           2436.00          3346.03          5782.03
1901     48           2655.00          3460.03          6115.03
1901     49           2570.00          3659.03          6229.03
1901     50           2990.00          4112.04          7102.04
1901     51           2832.00          3739.04          6571.04
1901     52           3215.00          4028.04          7243.04
1901     53           3122.00          3943.04          7065.04
1901     54           3063.00          3942.04          7005.04
1901     55           3431.00          4348.04          7779.04
1901     56           3661.00          4679.05          8340.05
1901     57           3716.00          4729.04          8445.04
1901     58           3955.00          5129.05          9084.05
1901     59           3846.00          5082.05          8928.05
1901     60           4955.00          5697.06         10652.06
1901     61           4585.00          5385.05          9970.05
1901     62           4910.00          5797.05         10707.05
1901     63           5080.00          5777.06         10857.06
1901     64           5272.00          6010.06         11282.06
1901     65           5935.00          6590.06         12525.06
1901     66           6208.00          6638.07         12846.07
1901     67           6120.00          6559.07         12679.07
1901     68           6417.00          6681.07         13098.07
1901     69           6315.00          6604.06         12919.06
1901     70           7671.00          7744.08         15415.08
1901     71           7115.00          7359.07         14474.07
1901     72           7692.00          7621.08         15313.08
1901     73           7493.00          7602.08         15095.08
1901     74           7632.00          7699.07         15331.07
1901     75           7822.00          7590.07         15412.07
1901     76           7543.00          7100.07         14643.07
1901     77           7255.00          7008.07         14263.07
1901     78           7580.00          6836.07         14416.07
1901     79           6462.00          6100.06         12562.06
1901     80           6974.00          6303.06         13277.06
1901     81           5918.00          5158.05         11076.05
1901     82           5801.00          4935.05         10736.05
1901     83           4628.00          3884.04          8512.04
1901     84           4404.00          3646.03          8050.03
1901     85           3822.08          2936.93          6759.01
1901     86           3110.67          2314.18          5424.85
1901     87           2562.09          1845.62          4407.71
1901     88           2066.34          1431.26          3497.60
1901     89           1626.79          1081.22          2708.01
1901     90           1248.99           794.99          2043.98
1901     91            934.33           568.52          1502.85
1901     92            680.49           395.20          1075.69
1901     93            482.21           266.90           749.11
1901     94            332.28           175.09           507.37
1901     95            222.57           111.54           334.11
1901     96            144.87            69.01           213.88
1901     97             91.63            41.47           133.10
1901     98             56.31            24.22            80.53
1901     99             33.64            13.75            47.39
1901    100             19.54             7.59            27.13
1901    101             11.04             4.08            15.12
1901    102              6.08             2.13             8.21
1901    103              3.25             1.09             4.34
1901    104              1.70             0.32             2.02
1901    105              0.87             0.00             0.87
1901    106              0.25             0.00             0.25
1901    107              0.00             0.00             0.00
1901    108              0.00             0.00             0.00
1901    109              0.00             0.00             0.00
1901    110+             0.00             0.00             0.00
1902      0          53321.00         66530.16        119851.16
1902      1          10616.00         11380.03         21996.03
1902      2           5734.00          6006.02         11740.02
1902      3           3654.00          3679.01          7333.01
1902      4           2710.00          2745.01          5455.01
1902      5           2020.00          2003.01          4023.01
1902      6           1651.00          1577.00          3228.00
1902      7           1420.00          1339.00          2759.00
1902      8           1229.00          1187.00          2416.00
1902      9           1008.00          1003.00          2011.00
1902     10            984.00           898.00          1882.00
1902     11           1020.00           873.00          1893.00
1902     12           1034.00           869.00          1903.00
1902     13           1126.00           903.00          2029.00
1902     14           1341.00           977.01          2318.01
1902     15           1391.00          1138.01          2529.01
1902     16           1591.00          1375.00          2966.00
1902     17           1694.00          1610.00          3304.00
1902     18           1809.00          1829.00          3638.00
1902     19           1880.00          1996.00          3876.00
1902     20           2025.00          2151.01          4176.01
1902     21           2016.00          2595.00          4611.00
1902     22           2201.00          2591.00          4792.00
1902     23           2278.00          2464.00          4742.00
1902     24           2232.00          2312.00          4544.00
1902     25           2248.00          2243.01          4491.01
1902     26           2370.00          2376.00          4746.00
1902     27           2253.00          2319.00          4572.00
1902     28           2324.00          2347.01          4671.01
1902     29           2277.00          2226.01          4503.01
1902     30           2162.00          2168.01          4330.01
1902     31           2063.00          2126.00          4189.00
1902     32           2182.00          2472.01          4654.01
1902     33           2072.00          2214.01          4286.01
1902     34           2104.00          2376.01          4480.01
1902     35           2237.00          2574.01          4811.01
1902     36           2219.00          2638.01          4857.01
1902     37           2212.00          2621.01          4833.01
1902     38           2311.00          2691.01          5002.01
1902     39           2287.00          2854.01          5141.01
1902     40           2217.00          2983.00          5200.00
1902     41           2244.00          2898.00          5142.00
1902     42           2525.00          3260.01          5785.01
1902     43           2307.00          3001.00          5308.00
1902     44           2297.00          3024.01          5321.01
1902     45           2317.00          3117.01          5434.01
1902     46           2339.00          3249.01          5588.01
1902     47           2362.00          3209.01          5571.01
1902     48           2504.00          3314.01          5818.01
1902     49           2511.00          3359.01          5870.01
1902     50           2768.00          3731.01          6499.01
1902     51           2822.00          3784.01          6606.01
1902     52           3187.00          3931.01          7118.01
1902     53           3012.00          3951.01          6963.01
1902     54           3128.00          3835.01          6963.01
1902     55           3068.00          4035.01          7103.01
1902     56           3510.00          4324.01          7834.01
1902     57           3505.00          4707.01          8212.01
1902     58           4025.00          4781.01          8806.01
1902     59           3964.00          5088.02          9052.02
1902     60           4515.00          5541.02         10056.02
1902     61           4357.00          5325.02          9682.02
1902     62           5097.00          5874.02         10971.02
1902     63           4839.00          5787.02         10626.02
1902     64           5026.00          5653.01         10679.01
1902     65           5665.00          6226.01         11891.01
1902     66           5816.00          6664.02         12480.02
1902     67           6063.00          6616.01         12679.01
1902     68           6453.00          6557.02         13010.02
1902     69           6281.00          6480.02         12761.02
1902     70           7083.00          7093.02         14176.02
1902     71           6899.00          7133.02         14032.02
1902     72           8000.00          7929.02         15929.02
1902     73           7387.00          7243.02         14630.02
1902     74           7365.00          7546.01         14911.01
1902     75           7574.00          7431.02         15005.02
1902     76           7358.00          6985.01         14343.01
1902     77           6957.00          6783.02         13740.02
1902     78           7290.00          6818.02         14108.02
1902     79           6404.00          6081.01         12485.01
1902     80           6495.00          5823.01         12318.01
1902     81           5586.00          5002.01         10588.01
1902     82           5892.00          4981.01         10873.01
1902     83           4717.00          4108.01          8825.01
1902     84           4116.00          3264.01          7380.01
1902     85           3661.23          2855.16          6516.39
1902     86           3136.52          2349.18          5485.70
1902     87           2500.26          1805.92          4306.18
1902     88           2015.57          1403.92          3419.49
1902     89           1589.78          1060.16          2649.94
1902     90           1223.14           779.15          2002.29
1902     91            917.13           556.90          1474.03
1902     92            669.69           386.88          1056.57
1902     93            475.89           261.11           737.00
1902     94            328.91           171.16           500.07
1902     95            221.03           108.95           329.98
1902     96            144.35            67.35           211.70
1902     97             91.63            40.44           132.07
1902     98             56.53            23.59            80.12
1902     99             33.90            13.38            47.28
1902    100             19.77             7.38            27.15
1902    101             11.22             3.96            15.18
1902    102              6.19             2.08             8.27
1902    103              3.33             1.06             4.39
1902    104              1.75             0.31             2.06
1902    105              0.89             0.00             0.89
1902    106              0.26             0.00             0.26
1902    107              0.00             0.00             0.00
1902    108              0.00             0.00             0.00
1902    109              0.00             0.00             0.00
1902    110+             0.00             0.00             0.00
1903      0          52573.72         66107.85        118681.57
1903      1          10251.14         11129.31         21380.45
1903      2           5673.08          5902.17         11575.25
1903      3           3382.05          3528.10          6910.15
1903      4           2500.04          2429.07          4929.11
1903      5           1932.03          1834.05          3766.08
1903      6           1664.02          1495.04          3159.06
1903      7           1353.02          1332.04          2685.06
1903      8           1251.02          1022.03          2273.05
1903      9           1089.01           992.03          2081.04
1903     10            977.01           853.02          1830.03
1903     11            945.01           829.03          1774.04
1903     12           1023.01           883.02          1906.03
1903     13           1108.01           864.02          1972.03
1903     14           1294.02           917.03          2211.05
1903     15           1425.02          1152.03          2577.05
1903     16           1525.02          1325.04          2850.06
1903     17           1700.02          1534.05          3234.07
1903     18           1795.03          1895.06          3690.09
1903     19           1783.02          1881.05          3664.07
1903     20           2036.03          2169.06          4205.09
1903     21           2053.03          2444.07          4497.10
1903     22           2076.03          2595.07          4671.10
1903     23           2165.03          2433.07          4598.10
1903     24           2127.02          2257.06          4384.08
1903     25           2291.03          2297.07          4588.10
1903     26           2310.03          2167.06          4477.09
1903     27           2330.03          2364.06          4694.09
1903     28           2242.03          2243.06          4485.09
1903     29           2129.03          2210.07          4339.10
1903     30           2295.04          2335.07          4630.11
1903     31           2028.03          2071.06          4099.09
1903     32           2110.03          2234.06          4344.09
1903     33           2096.03          2245.06          4341.09
1903     34           2063.03          2166.06          4229.09
1903     35           2144.03          2426.07          4570.10
1903     36           2169.03          2447.07          4616.10
1903     37           2229.03          2638.08          4867.11
1903     38           2259.03          2663.08          4922.11
1903     39           2254.03          2633.08          4887.11
1903     40           2343.03          2868.08          5211.11
1903     41           2097.03          2734.08          4831.11
1903     42           2479.03          3069.09          5548.12
1903     43           2222.03          2967.08          5189.11
1903     44           2276.03          3020.09          5296.12
1903     45           2221.03          3077.09          5298.12
1903     46           2193.03          3031.08          5224.11
1903     47           2373.03          3072.09          5445.12
1903     48           2330.03          3150.09          5480.12
1903     49           2442.03          3126.08          5568.11
1903     50           2634.03          3469.09          6103.12
1903     51           2712.04          3510.10          6222.14
1903     52           3078.04          3998.11          7076.15
1903     53           3056.05          3776.10          6832.15
1903     54           3087.04          3804.11          6891.15
1903     55           3175.04          3780.10          6955.14
1903     56           3373.05          4081.12          7454.17
1903     57           3574.05          4335.12          7909.17
1903     58           3890.05          4565.13          8455.18
1903     59           3792.05          4796.13          8588.18
1903     60           4402.06          5368.16          9770.22
1903     61           4320.06          5090.15          9410.21
1903     62           4975.07          5817.16         10792.23
1903     63           5079.07          5906.16         10985.23
1903     64           5022.07          5827.17         10849.24
1903     65           5473.08          5987.17         11460.25
1903     66           5739.08          6224.18         11963.26
1903     67           6141.09          6721.19         12862.28
1903     68           6646.09          6956.19         13602.28
1903     69           6352.09          6530.19         12882.28
1903     70           7065.10          7059.20         14124.30
1903     71           6563.09          6737.19         13300.28
1903     72           7858.11          7696.22         15554.33
1903     73           7693.10          7718.22         15411.32
1903     74           7317.10          7352.21         14669.31
1903     75           7818.11          7462.21         15280.32
1903     76           7287.10          7044.20         14331.30
1903     77           7206.10          6828.19         14034.29
1903     78           7258.10          6589.18         13847.28
1903     79           6747.09          6281.18         13028.27
1903     80           6941.09          6064.17         13005.26
1903     81           5550.08          4940.14         10490.22
1903     82           5701.07          4924.13         10625.20
1903     83           5142.07          4272.12          9414.19
1903     84           4503.06          3637.11          8140.17
1903     85           3744.05          2841.08          6585.13
1903     86           3266.05          2367.07          5633.12
1903     87           2715.04          1964.06          4679.10
1903     88           2183.03          1450.04          3633.07
1903     89           1785.02          1275.04          3060.06
1903     90           1139.01           694.02          1833.03
1903     91            828.02           506.01          1334.03
1903     92            685.01           379.01          1064.02
1903     93            505.01           288.00           793.01
1903     94            252.01           210.01           462.02
1903     95            205.01           112.00           317.01
1903     96            162.00            74.00           236.00
1903     97             90.00            40.01           130.01
1903     98             67.00            34.00           101.00
1903     99             39.00            11.00            50.00
1903    100             31.00            10.00            41.00
1903    101              5.00             1.00             6.00
1903    102              4.00             0.00             4.00
1903    103              2.00             1.00             3.00
1903    104              3.00             1.00             4.00
1903    105              0.00             0.00             0.00
1903    106              0.00             0.00             0.00
1903    107              0.00             0.00             0.00
1903    108              0.00             0.00             0.00
1903    109              0.00             0.00             0.00
1903    110+             0.00             0.00             0.00
1904      0          54947.00         68363.00        123310.00
1904      1          10514.00         11344.00         21858.00
1904      2           5494.00          5616.00         11110.00
1904      3           3283.00          3340.00          6623.00
1904      4           2360.00          2282.00          4642.00
1904      5           1770.00          1674.00          3444.00
1904      6           1433.00          1354.00          2787.00
1904      7           1228.00          1237.00          2465.00
1904      8           1169.00          1045.00          2214.00
1904      9            981.00           946.00          1927.00
1904     10            882.00           929.00          1811.00
1904     11            954.00           786.00          1740.00
1904     12           1009.00           816.00          1825.00
1904     13           1093.00           864.00          1957.00
1904     14           1253.00           894.00          2147.00
1904     15           1385.00          1116.00          2501.00
1904     16           1621.00          1345.00          2966.00
1904     17           1714.00          1651.00          3365.00
1904     18           1844.00          1804.00          3648.00
1904     19           1920.00          1942.00          3862.00
1904     20           2091.00          2120.00          4211.00
1904     21           2080.00          2310.00          4390.00
1904     22           2185.00          2493.00          4678.00
1904     23           2229.00          2411.00          4640.00
1904     24           2202.00          2302.00          4504.00
1904     25           2193.00          2232.00          4425.00
1904     26           2312.00          2304.00          4616.00
1904     27           2212.00          2183.00          4395.00
1904     28           2294.00          2293.00          4587.00
1904     29           2179.00          2134.00          4313.00
1904     30           2208.00          2314.00          4522.00
1904     31           2080.00          2188.00          4268.00
1904     32           2102.00          2131.00          4233.00
1904     33           2000.00          2202.00          4202.00
1904     34           2101.00          2206.00          4307.00
1904     35           2011.00          2406.00          4417.00
1904     36           2079.00          2457.00          4536.00
1904     37           2192.00          2566.00          4758.00
1904     38           2308.00          2675.00          4983.00
1904     39           2110.00          2586.00          4696.00
1904     40           2413.00          2908.00          5321.00
1904     41           2156.00          2727.00          4883.00
1904     42           2262.00          2953.00          5215.00
1904     43           2261.00          2959.00          5220.00
1904     44           2254.00          3039.00          5293.00
1904     45           2348.00          3135.00          5483.00
1904     46           2251.00          3084.00          5335.00
1904     47           2306.00          3073.00          5379.00
1904     48           2378.00          3272.00          5650.00
1904     49           2290.00          3112.00          5402.00
1904     50           2467.00          3499.00          5966.00
1904     51           2550.00          3252.00          5802.00
1904     52           3092.00          3869.00          6961.00
1904     53           3124.00          4167.00          7291.00
1904     54           3199.00          3981.00          7180.00
1904     55           3290.00          3990.00          7280.00
1904     56           3370.00          4022.00          7392.00
1904     57           3405.00          4123.00          7528.00
1904     58           3986.00          4587.00          8573.00
1904     59           3844.00          4797.00          8641.00
1904     60           4546.00          5404.00          9950.00
1904     61           4231.00          5248.00          9479.00
1904     62           4954.00          5720.00         10674.00
1904     63           5128.00          5948.00         11076.00
1904     64           5256.00          6059.00         11315.00
1904     65           5373.00          6162.00         11535.00
1904     66           5772.00          6054.00         11826.00
1904     67           5917.00          6495.00         12412.00
1904     68           6719.00          7082.00         13801.00
1904     69           6625.00          6983.00         13608.00
1904     70           7208.00          7348.00         14556.00
1904     71           6729.00          6694.00         13423.00
1904     72           7426.00          7485.00         14911.00
1904     73           7763.00          7551.00         15314.00
1904     74           7976.00          7827.00         15803.00
1904     75           7669.00          7605.00         15274.00
1904     76           7552.00          7231.00         14783.00
1904     77           7216.00          6993.00         14209.00
1904     78           7514.00          6927.00         14441.00
1904     79           6750.00          6205.00         12955.00
1904     80           7123.00          6156.00         13279.00
1904     81           5686.00          4928.00         10614.00
1904     82           5765.00          4807.00         10572.00
1904     83           5231.00          4224.00          9455.00
1904     84           4971.00          3748.00          8719.00
1904     85           4125.00          3013.00          7138.00
1904     86           3167.00          2222.00          5389.00
1904     87           2772.00          1977.00          4749.00
1904     88           2294.00          1593.00          3887.00
1904     89           1762.00          1098.00          2860.00
1904     90           1353.00           881.00          2234.00
1904     91            852.00           512.00          1364.00
1904     92            686.00           372.00          1058.00
1904     93            474.00           275.00           749.00
1904     94            365.00           184.00           549.00
1904     95            240.00            99.00           339.00
1904     96            159.00            60.00           219.00
1904     97             94.00            36.00           130.00
1904     98             61.00            30.00            91.00
1904     99             36.00            17.00            53.00
1904    100             14.00             7.00            21.00
1904    101              9.00             1.00            10.00
1904    102              4.00             2.00             6.00
1904    103              4.00             1.00             5.00
1904    104              3.00             0.00             3.00
1904    105              0.00             0.00             0.00
1904    106              0.00             0.00             0.00
1904    107              0.00             0.00             0.00
1904    108              0.00             0.00             0.00
1904    109              0.00             0.00             0.00
1904    110+             0.00             0.00             0.00
1905      0          50720.00         64126.00        114846.00
1905      1           9340.00         10310.00         19650.00
1905      2           5028.00          5454.00         10482.00
1905      3           3294.00          3381.00          6675.00
1905      4           2381.00          2430.00          4811.00
1905      5           1788.00          1741.00          3529.00
1905      6           1448.00          1345.00          2793.00
1905      7           1259.00          1233.00          2492.00
1905      8           1132.00          1041.00          2173.00
1905      9           1027.00           960.00          1987.00
1905     10            955.00           846.00          1801.00
1905     11            931.00           881.00          1812.00
1905     12           1041.00           824.00          1865.00
1905     13           1111.00           827.00          1938.00
1905     14           1175.00           907.00          2082.00
1905     15           1414.00          1116.00          2530.00
1905     16           1522.00          1314.00          2836.00
1905     17           1697.00          1602.00          3299.00
1905     18           1702.00          1785.00          3487.00
1905     19           1956.00          1877.00          3833.00
1905     20           1997.00          2122.00          4119.00
1905     21           1992.00          2250.00          4242.00
1905     22           2190.00          2482.00          4672.00
1905     23           2229.00          2347.00          4576.00
1905     24           2189.00          2209.00          4398.00
1905     25           2177.00          2267.00          4444.00
1905     26           2162.00          2226.00          4388.00
1905     27           2358.00          2336.00          4694.00
1905     28           2211.00          2278.00          4489.00
1905     29           2150.00          2357.00          4507.00
1905     30           2237.00          2416.00          4653.00
1905     31           2235.00          2255.00          4490.00
1905     32           2313.00          2510.00          4823.00
1905     33           2009.00          2161.00          4170.00
1905     34           2053.00          2364.00          4417.00
1905     35           2177.00          2455.00          4632.00
1905     36           2212.00          2454.00          4666.00
