Year     Age        Female             Male            Total
1953     37            365.08           525.14           890.22
1953     38            596.12           922.25          1518.37
1953     39            776.16          1087.29          1863.45
1953     40            836.17          1300.35          2136.52
1953     41            853.18          1319.36          2172.54
1953     42            933.19          1441.39          2374.58
1953     43           1041.22          1729.47          2770.69
1953     44           1133.23          1858.50          2991.73
1953     45           1167.25          1991.53          3158.78
1953     46           1316.28          2297.62          3613.90
1953     47           1407.30          2608.70          4016.00
1953     48           1575.33          2758.75          4334.08
1953     49           1648.35          2873.78          4522.13
1953     50           1858.39          3271.88          5130.27
1953     51           1911.40          3548.96          5460.36
1953     52           2148.45          3623.98          5772.43
1953     53           2133.45          3879.05          6012.50
1953     54           2224.47          3956.07          6180.54
1953     55           2381.50          3962.07          6343.57
1953     56           2669.56          4208.13          6877.69
1953     57           2688.56          3806.03          6494.59
1953     58           2862.60          3950.07          6812.67
1953     59           3039.64          4111.11          7150.75
1953     60           3279.69          4167.12          7446.81
1953     61           3413.72          4363.18          7776.90
1953     62           3477.74          4611.24          8088.98
1953     63           3922.82          4839.31          8762.13
1953     64           4243.89          5178.40          9422.29
1953     65           4671.98          5640.52         10312.50
1953     66           4942.04          5895.60         10837.64
1953     67           5297.12          6129.66         11426.78
1953     68           5747.21          6585.77         12332.98
1953     69           6210.31          6651.79         12862.10
1953     70           6791.43          6905.86         13697.29
1953     71           7181.51          7227.95         14409.46
1953     72           7480.58          7386.99         14867.57
1953     73           8078.70          7642.07         15720.77
1953     74           8550.80          8248.23         16799.03
1953     75           9077.91          8614.32         17692.23
1953     76           9541.01          8867.39         18408.40
1953     77          10056.12          8732.36         18788.48
1953     78           9960.10          8517.30         18477.40
1953     79          10063.12          7899.13         17962.25
1953     80           9935.09          7870.12         17805.21
1953     81           8753.85          6449.74         15203.59
1953     82           8187.72          5959.61         14147.33
1953     83           8242.74          5632.52         13875.26
1953     84           7280.53          4645.26         11925.79
1953     85           6579.39          4156.12         10735.51
1953     86           6222.31          3621.98          9844.29
1953     87           5452.15          2922.79          8374.94
1953     88           4485.94          2314.62          6800.56
1953     89           3759.79          1842.49          5602.28
1953     90           3047.64          1405.38          4453.02
1953     91           2310.49           985.26          3295.75
1953     92           1840.39           728.20          2568.59
1953     93           1351.29           523.14          1874.43
1953     94            925.19           307.08          1232.27
1953     95            607.13           196.05           803.18
1953     96            398.09           109.03           507.12
1953     97            254.06            80.02           334.08
1953     98            148.03            41.02           189.05
1953     99            119.03            30.01           149.04
1953    100             80.02            27.01           107.03
1953    101             32.00            10.00            42.00
1953    102             19.00             5.00            24.00
1953    103              5.00             1.00             6.00
1953    104              7.00             1.00             8.00
1953    105              3.00             1.00             4.00
1953    106              1.00             0.00             1.00
1953    107              1.00             0.00             1.00
1953    108              0.00             0.00             0.00
1953    109              0.00             0.00             0.00
1953    110+             0.00             0.00             0.00
1954      0          13956.87         19078.18         33035.05
1954      1           1453.20          1764.48          3217.68
1954      2            581.08           655.18          1236.26
1954      3            329.04           398.11           727.15
1954      4            287.04           329.09           616.13
1954      5            212.02           255.07           467.09
1954      6            198.02           229.06           427.08
1954      7            147.02           194.05           341.07
1954      8             95.02           167.04           262.06
1954      9             78.01           156.04           234.05
1954     10             81.01           140.04           221.05
1954     11            113.02           136.04           249.06
1954     12             85.02           111.03           196.05
1954     13             59.00           127.03           186.03
1954     14            126.02           148.04           274.06
1954     15            135.02           206.05           341.07
1954     16            134.02           268.08           402.10
1954     17            184.02           295.08           479.10
1954     18            189.02           374.11           563.13
1954     19            196.03           422.11           618.14
1954     20            227.03           438.12           665.15
1954     21            254.04           393.10           647.14
1954     22            255.04           509.14           764.18
1954     23            283.04           543.15           826.19
1954     24            299.04           539.14           838.18
1954     25            326.04           573.16           899.20
1954     26            334.04           628.17           962.21
1954     27            346.04           544.14           890.18
1954     28            359.05           610.17           969.22
1954     29            416.05           672.19          1088.24
1954     30            422.06           693.19          1115.25
1954     31            475.06           672.19          1147.25
1954     32            471.06           770.21          1241.27
1954     33            520.07           816.22          1336.29
1954     34            508.07           815.22          1323.29
1954     35            352.05           551.15           903.20
1954     36            366.05           546.15           912.20
1954     37            346.04           504.14           850.18
1954     38            361.04           567.16           928.20
1954     39            604.08           928.25          1532.33
1954     40            761.10          1193.32          1954.42
1954     41            816.11          1308.36          2124.47
1954     42            854.12          1507.40          2361.52
1954     43            990.13          1540.42          2530.55
1954     44           1022.14          1729.47          2751.61
1954     45           1127.15          1998.54          3125.69
1954     46           1239.16          2197.60          3436.76
1954     47           1372.19          2447.67          3819.86
1954     48           1402.19          2519.68          3921.87
1954     49           1596.22          2913.79          4510.01
1954     50           1686.23          3081.84          4768.07
1954     51           1819.25          3431.93          5251.18
1954     52           1963.26          3553.96          5517.22
1954     53           2027.27          3695.00          5722.27
1954     54           2096.28          4097.12          6193.40
1954     55           2231.30          4000.09          6231.39
1954     56           2448.32          4115.12          6563.44
1954     57           2546.34          4158.13          6704.47
1954     58           2706.36          3832.04          6538.40
1954     59           2936.40          3829.04          6765.44
1954     60           3192.43          4122.12          7314.55
1954     61           3216.43          4294.16          7510.59
1954     62           3494.47          4418.20          7912.67
1954     63           3535.47          4559.23          8094.70
1954     64           4001.54          4955.35          8956.89
1954     65           4371.58          5162.40          9533.98
1954     66           4586.61          5410.47          9997.08
1954     67           4933.66          5725.56         10659.22
1954     68           5486.74          6065.65         11552.39
1954     69           5666.76          6311.71         11978.47
1954     70           6243.84          6417.74         12661.58
1954     71           6623.89          6571.78         13195.67
1954     72           6861.92          7027.91         13889.83
1954     73           7060.95          6889.87         13950.82
1954     74           7736.04          7318.99         15055.03
1954     75           8249.11          7635.08         15884.19
1954     76           8683.16          7805.11         16488.27
1954     77           8890.19          7733.10         16623.29
1954     78           9103.22          7783.11         16886.33
1954     79           8989.20          7467.02         16456.22
1954     80           8904.19          6976.89         15881.08
1954     81           8728.17          6714.82         15442.99
1954     82           7407.00          5488.49         12895.49
1954     83           7034.95          4879.32         11914.27
1954     84           6832.92          4613.26         11446.18
1954     85           5997.81          3860.04          9857.85
1954     86           5385.73          3248.88          8634.61
1954     87           4807.65          2782.75          7590.40
1954     88           4083.54          2238.61          6322.15
1954     89           3339.45          1736.47          5075.92
1954     90           2771.38          1315.35          4086.73
1954     91           2146.29           985.27          3131.56
1954     92           1663.22           680.19          2343.41
1954     93           1215.17           444.12          1659.29
1954     94            901.12           310.09          1211.21
1954     95            613.08           220.06           833.14
1954     96            383.05            98.02           481.07
1954     97            251.04            64.02           315.06
1954     98            149.02            51.02           200.04
1954     99             78.02            36.01           114.03
1954    100             60.51            20.00            80.51
1954    101             17.50             4.00            21.50
1954    102             11.00             2.50            13.50
1954    103              4.50             2.50             7.00
1954    104              2.00             1.00             3.00
1954    105              1.50             0.00             1.50
1954    106              0.00             0.50             0.50
1954    107              0.00             0.50             0.50
1954    108              0.00             0.00             0.00
1954    109              0.00             0.50             0.50
1954    110+             0.00             0.50             0.50
1955      0          13179.10         17958.07         31137.17
1955      1           1526.24          1691.48          3217.72
1955      2            505.08           600.17          1105.25
1955      3            338.06           422.12           760.18
1955      4            252.04           331.10           583.14
1955      5            205.03           246.07           451.10
1955      6            169.02           228.07           397.09
1955      7            153.02           179.06           332.08
1955      8            121.02           178.06           299.08
1955      9             82.02           156.04           238.06
1955     10             79.02           118.04           197.06
1955     11             79.02           133.03           212.05
1955     12             76.02           149.04           225.06
1955     13             77.02           130.04           207.06
1955     14             87.02           161.04           248.06
1955     15            125.02           210.06           335.08
1955     16            135.02           230.07           365.09
1955     17            142.02           303.08           445.10
1955     18            154.02           388.11           542.13
1955     19            176.03           424.12           600.15
1955     20            207.04           504.15           711.19
1955     21            229.04           393.11           622.15
1955     22            241.04           493.14           734.18
1955     23            240.04           561.16           801.20
1955     24            274.04           639.18           913.22
1955     25            295.04           649.18           944.22
1955     26            320.06           553.16           873.22
1955     27            324.05           614.18           938.23
1955     28            380.06           621.18          1001.24
1955     29            372.06           640.18          1012.24
1955     30            367.06           686.20          1053.26
1955     31            415.07           672.19          1087.26
1955     32            436.07           796.23          1232.30
1955     33            509.08           792.23          1301.31
1955     34            546.09           923.26          1469.35
1955     35            539.09           870.24          1409.33
1955     36            352.06           539.15           891.21
1955     37            365.06           581.16           946.22
1955     38            353.06           517.14           870.20
1955     39            364.06           534.15           898.21
1955     40            650.11          1002.28          1652.39
1955     41            803.12          1219.35          2022.47
1955     42            850.14          1410.40          2260.54
1955     43            894.14          1552.44          2446.58
1955     44            953.16          1675.47          2628.63
1955     45           1094.18          1947.55          3041.73
1955     46           1231.20          2139.61          3370.81
1955     47           1319.21          2239.63          3558.84
1955     48           1451.23          2542.72          3993.95
1955     49           1555.24          2748.77          4304.01
1955     50           1655.26          3089.87          4745.13
1955     51           1754.28          3274.93          5029.21
1955     52           1829.29          3557.01          5386.30
1955     53           2012.32          3888.09          5900.41
1955     54           2145.34          4015.14          6160.48
1955     55           2264.36          4188.19          6452.55
1955     56           2394.38          4269.21          6663.59
1955     57           2507.40          4290.22          6797.62
1955     58           2657.42          4372.23          7029.65
1955     59           2838.46          4284.21          7122.67
1955     60           3059.49          4138.17          7197.66
1955     61           3237.52          4323.22          7560.74
1955     62           3413.54          4350.23          7763.77
1955     63           3633.58          4756.35          8389.93
1955     64           3916.63          4874.38          8791.01
1955     65           4217.67          5125.45          9343.12
1955     66           4636.73          5383.53         10020.26
1955     67           4970.79          5811.64         10782.43
1955     68           5288.84          6025.71         11314.55
1955     69           5847.93          6410.81         12258.74
1955     70           6095.97          6559.85         12655.82
1955     71           6526.03          6652.88         13178.91
1955     72           7093.13          7088.00         14181.13
1955     73           7488.19          7413.09         14901.28
1955     74           7633.21          7118.01         14751.22
1955     75           8132.29          7480.12         15612.41
1955     76           8574.37          7766.19         16340.56
1955     77           8995.43          7830.21         16825.64
1955     78           9446.50          7927.24         17373.74
1955     79           9583.53          7731.18         17314.71
1955     80           9416.50          7523.13         16939.63
1955     81           8728.39          6754.91         15483.30
1955     82           8870.41          6489.83         15360.24
1955     83           7488.19          5168.47         12656.66
1955     84           6900.10          4566.29         11466.39
1955     85           6653.06          4082.15         10735.21
1955     86           5805.92          3526.99          9332.91
1955     87           5075.81          2845.81          7921.62
1955     88           4415.70          2345.67          6761.37
1955     89           3644.58          1831.52          5476.10
1955     90           2994.47          1319.38          4313.85
1955     91           2242.36          1027.29          3269.65
1955     92           1863.29           748.21          2611.50
1955     93           1266.20           514.14          1780.34
1955     94            957.15           318.09          1275.24
1955     95            694.12           214.06           908.18
1955     96            424.07           128.04           552.11
1955     97            266.04            66.02           332.06
1955     98            144.02            45.02           189.04
1955     99             87.02            21.00           108.02
1955    100             60.01            14.00            74.01
1955    101             18.00             3.00            21.00
1955    102              6.00             4.00            10.00
1955    103              4.00             0.00             4.00
1955    104              3.00             1.00             4.00
1955    105              0.00             1.00             1.00
1955    106              1.00             1.00             2.00
1955    107              0.00             0.00             0.00
1955    108              0.00             0.00             0.00
1955    109              0.00             0.00             0.00
1955    110+             0.00             0.00             0.00
1956      0          12305.00         16890.00         29195.00
1956      1           1102.00          1415.00          2517.00
1956      2            472.00           588.00          1060.00
1956      3            316.00           384.00           700.00
1956      4            245.00           321.00           566.00
1956      5            177.00           273.00           450.00
1956      6            170.00           244.00           414.00
1956      7            147.00           209.00           356.00
1956      8            140.00           171.00           311.00
1956      9            113.00           178.00           291.00
1956     10             94.00           133.00           227.00
1956     11             85.00           114.00           199.00
1956     12            113.00           113.00           226.00
1956     13             78.00           120.00           198.00
1956     14             85.00           159.00           244.00
1956     15             95.00           196.00           291.00
1956     16            121.00           220.00           341.00
1956     17            145.00           271.00           416.00
1956     18            157.00           376.00           533.00
1956     19            179.00           443.00           622.00
1956     20            180.00           431.00           611.00
1956     21            199.00           342.00           541.00
1956     22            209.00           386.00           595.00
1956     23            249.00           555.00           804.00
1956     24            238.00           527.00           765.00
1956     25            285.00           536.00           821.00
1956     26            319.00           590.00           909.00
1956     27            294.00           591.00           885.00
1956     28            353.00           609.00           962.00
1956     29            367.00           630.00           997.00
1956     30            379.00           722.00          1101.00
1956     31            438.00           735.00          1173.00
1956     32            427.00           719.00          1146.00
1956     33            482.00           829.00          1311.00
1956     34            541.00           869.00          1410.00
1956     35            599.00           919.00          1518.00
1956     36            596.00           913.00          1509.00
1956     37            383.00           603.00           986.00
1956     38            399.00           602.00          1001.00
1956     39            341.00           607.00           948.00
1956     40            419.00           612.00          1031.00
1956     41            659.00          1182.00          1841.00
1956     42            829.00          1452.00          2281.00
1956     43            896.00          1639.00          2535.00
1956     44            953.00          1763.00          2716.00
1956     45           1079.00          1925.00          3004.00
1956     46           1150.00          2150.00          3300.00
1956     47           1342.00          2336.00          3678.00
1956     48           1436.00          2559.00          3995.00
1956     49           1523.00          2827.00          4350.00
1956     50           1653.00          3239.00          4892.00
1956     51           1747.00          3356.00          5103.00
1956     52           1865.00          3632.00          5497.00
1956     53           2060.00          4017.00          6077.00
1956     54           2147.00          4185.00          6332.00
1956     55           2162.00          4400.00          6562.00
1956     56           2345.00          4629.00          6974.00
1956     57           2500.00          4764.00          7264.00
1956     58           2670.00          4777.00          7447.00
1956     59           2937.00          4831.00          7768.00
1956     60           3046.00          4541.00          7587.00
1956     61           3318.00          4569.00          7887.00
1956     62           3535.00          4775.00          8310.00
1956     63           3709.00          4958.00          8667.00
1956     64           3907.00          4948.00          8855.00
1956     65           4121.00          5275.00          9396.00
1956     66           4743.00          5689.00         10432.00
1956     67           5008.00          5944.00         10952.00
1956     68           5435.00          6271.00         11706.00
1956     69           5767.00          6636.00         12403.00
1956     70           6373.00          6966.00         13339.00
1956     71           6940.00          6978.00         13918.00
1956     72           7344.00          7137.00         14481.00
1956     73           7569.00          7400.00         14969.00
1956     74           8348.00          7604.00         15952.00
1956     75           8440.00          7510.00         15950.00
1956     76           8944.00          7884.00         16828.00
1956     77           9349.00          8232.00         17581.00
1956     78           9758.00          8186.00         17944.00
1956     79           9914.00          7990.00         17904.00
1956     80           9928.00          7862.00         17790.00
1956     81           9694.00          7316.00         17010.00
1956     82           9376.00          6706.00         16082.00
1956     83           9023.00          6190.00         15213.00
1956     84           7499.00          5056.00         12555.00
1956     85           6741.00          4263.00         11004.00
1956     86           6429.00          3802.00         10231.00
1956     87           5497.00          3074.00          8571.00
1956     88           4552.00          2453.00          7005.00
1956     89           4155.00          2021.00          6176.00
1956     90           3268.00          1440.00          4708.00
1956     91           2509.00          1044.00          3553.00
1956     92           2070.00           826.00          2896.00
1956     93           1483.00           559.00          2042.00
1956     94           1051.00           382.00          1433.00
1956     95            727.00           237.00           964.00
1956     96            490.00           128.00           618.00
1956     97            331.00            87.00           418.00
1956     98            190.00            40.00           230.00
1956     99             81.00            19.00           100.00
1956    100            106.50            39.00           145.50
1956    101             33.00             7.50            40.50
1956    102             16.50             4.50            21.00
1956    103             13.00             3.50            16.50
1956    104             10.00             1.50            11.50
1956    105              3.50             1.00             4.50
1956    106              1.50             0.00             1.50
1956    107              1.00             0.00             1.00
1956    108              0.00             0.00             0.00
1956    109              0.00             0.00             0.00
1956    110+             0.00             0.00             0.00
1957      0          11721.00         15784.00         27505.00
1957      1           1254.00          1546.00          2800.00
1957      2            490.00           603.00          1093.00
1957      3            307.00           400.00           707.00
1957      4            226.00           333.00           559.00
1957      5            188.00           264.00           452.00
1957      6            164.00           247.00           411.00
1957      7            152.00           226.00           378.00
1957      8            139.00           208.00           347.00
1957      9            135.00           160.00           295.00
1957     10            125.00           180.00           305.00
1957     11             96.00           155.00           251.00
1957     12            110.00           142.00           252.00
1957     13             90.00           156.00           246.00
1957     14             99.00           182.00           281.00
1957     15            109.00           193.00           302.00
1957     16            117.00           242.00           359.00
1957     17            169.00           333.00           502.00
1957     18            170.00           417.00           587.00
1957     19            171.00           462.00           633.00
1957     20            182.00           370.00           552.00
1957     21            192.00           395.00           587.00
1957     22            207.00           406.00           613.00
1957     23            238.00           553.00           791.00
1957     24            256.00           621.00           877.00
1957     25            313.00           670.00           983.00
1957     26            263.00           673.00           936.00
1957     27            289.00           697.00           986.00
1957     28            342.00           662.00          1004.00
1957     29            338.00           653.00           991.00
1957     30            380.00           781.00          1161.00
1957     31            388.00           724.00          1112.00
1957     32            417.00           766.00          1183.00
1957     33            452.00           798.00          1250.00
1957     34            478.00           795.00          1273.00
1957     35            564.00           880.00          1444.00
1957     36            598.00           932.00          1530.00
1957     37            550.00           945.00          1495.00
1957     38            378.00           631.00          1009.00
1957     39            404.00           666.00          1070.00
1957     40            359.00           604.00           963.00
1957     41            421.00           662.00          1083.00
1957     42            685.00          1198.00          1883.00
1957     43            895.00          1496.00          2391.00
1957     44            951.00          1666.00          2617.00
1957     45           1018.00          1818.00          2836.00
1957     46           1095.00          1935.00          3030.00
1957     47           1268.00          2256.00          3524.00
1957     48           1282.00          2530.00          3812.00
1957     49           1460.00          2743.00          4203.00
1957     50           1548.00          2942.00          4490.00
1957     51           1638.00          3305.00          4943.00
1957     52           1793.00          3661.00          5454.00
1957     53           1960.00          3712.00          5672.00
1957     54           2068.00          4175.00          6243.00
1957     55           2265.00          4513.00          6778.00
1957     56           2278.00          4605.00          6883.00
1957     57           2429.00          4936.00          7365.00
1957     58           2589.00          4889.00          7478.00
1957     59           2739.00          4995.00          7734.00
1957     60           3124.00          5072.00          8196.00
1957     61           3180.00          4752.00          7932.00
1957     62           3456.00          4774.00          8230.00
1957     63           3697.00          4926.00          8623.00
1957     64           3957.00          5077.00          9034.00
1957     65           4211.00          5222.00          9433.00
1957     66           4459.00          5629.00         10088.00
1957     67           4754.00          5884.00         10638.00
1957     68           5227.00          6184.00         11411.00
1957     69           5738.00          6652.00         12390.00
1957     70           6256.00          6847.00         13103.00
1957     71           6655.00          6990.00         13645.00
1957     72           7268.00          7189.00         14457.00
1957     73           7504.00          7315.00         14819.00
1957     74           7898.00          7512.00         15410.00
1957     75           8572.00          7570.00         16142.00
1957     76           8520.00          7167.00         15687.00
1957     77           8837.00          7647.00         16484.00
1957     78           9170.00          7596.00         16766.00
1957     79           9378.00          7603.00         16981.00
1957     80           9314.00          7397.00         16711.00
1957     81           9382.00          7025.00         16407.00
1957     82           8821.00          6486.00         15307.00
1957     83           8505.00          5768.00         14273.00
1957     84           8048.00          5211.00         13259.00
1957     85           6564.00          4163.00         10727.00
1957     86           5901.00          3576.00          9477.00
1957     87           5454.00          3057.00          8511.00
1957     88           4564.00          2401.00          6965.00
1957     89           3742.00          1860.00          5602.00
1957     90           3231.00          1457.00          4688.00
1957     91           2540.00          1123.00          3663.00
1957     92           1838.00           755.00          2593.00
1957     93           1461.00           517.00          1978.00
1957     94           1047.00           347.00          1394.00
1957     95            749.00           233.00           982.00
1957     96            467.00           150.00           617.00
1957     97            341.00            79.00           420.00
1957     98            197.00            63.00           260.00
1957     99             76.00            22.00            98.00
1957    100             92.50            21.50           114.00
1957    101             41.00             7.50            48.50
1957    102             21.50             3.50            25.00
1957    103             13.50             1.50            15.00
1957    104              5.00             1.00             6.00
1957    105              1.50             0.00             1.50
1957    106              0.50             0.50             1.00
1957    107              0.50             0.50             1.00
1957    108              0.00             0.00             0.00
1957    109              0.00             0.00             0.00
1957    110+             0.00             0.00             0.00
1958      0          10892.00         14672.00         25564.00
1958      1           1152.00          1267.00          2419.00
1958      2            421.00           522.00           943.00
1958      3            269.00           343.00           612.00
1958      4            203.00           294.00           497.00
1958      5            163.00           227.00           390.00
1958      6            183.00           201.00           384.00
1958      7            125.00           173.00           298.00
1958      8            121.00           165.00           286.00
1958      9            120.00           167.00           287.00
1958     10            101.00           156.00           257.00
1958     11            100.00           157.00           257.00
1958     12             83.00           131.00           214.00
1958     13             94.00           124.00           218.00
1958     14             79.00           177.00           256.00
1958     15            124.00           206.00           330.00
1958     16            110.00           221.00           331.00
1958     17            119.00           223.00           342.00
1958     18            129.00           365.00           494.00
1958     19            144.00           440.00           584.00
1958     20            155.00           422.00           577.00
1958     21            178.00           301.00           479.00
1958     22            183.00           362.00           545.00
1958     23            230.00           511.00           741.00
1958     24            241.00           560.00           801.00
1958     25            237.00           581.00           818.00
1958     26            276.00           598.00           874.00
1958     27            260.00           636.00           896.00
1958     28            289.00           651.00           940.00
1958     29            305.00           619.00           924.00
1958     30            351.00           664.00          1015.00
1958     31            333.00           697.00          1030.00
1958     32            386.00           692.00          1078.00
1958     33            406.00           751.00          1157.00
1958     34            385.00           758.00          1143.00
1958     35            464.00           809.00          1273.00
1958     36            520.00           930.00          1450.00
1958     37            584.00           901.00          1485.00
1958     38            531.00           937.00          1468.00
1958     39            341.00           590.00           931.00
1958     40            376.00           668.00          1044.00
1958     41            335.00           593.00           928.00
1958     42            392.00           684.00          1076.00
1958     43            671.00          1185.00          1856.00
1958     44            879.00          1410.00          2289.00
1958     45            894.00          1631.00          2525.00
1958     46            972.00          1736.00          2708.00
1958     47           1093.00          1824.00          2917.00
1958     48           1260.00          2145.00          3405.00
1958     49           1284.00          2464.00          3748.00
1958     50           1482.00          2704.00          4186.00
1958     51           1447.00          2893.00          4340.00
1958     52           1649.00          3088.00          4737.00
1958     53           1796.00          3368.00          5164.00
1958     54           1851.00          3755.00          5606.00
1958     55           1999.00          4009.00          6008.00
1958     56           2230.00          4418.00          6648.00
1958     57           2269.00          4502.00          6771.00
1958     58           2418.00          4618.00          7036.00
1958     59           2508.00          4824.00          7332.00
1958     60           2813.00          4862.00          7675.00
1958     61           3013.00          4792.00          7805.00
1958     62           3094.00          4553.00          7647.00
1958     63           3426.00          4503.00          7929.00
1958     64           3758.00          4778.00          8536.00
1958     65           3992.00          4855.00          8847.00
1958     66           4172.00          5063.00          9235.00
1958     67           4487.00          5118.00          9605.00
1958     68           4957.00          5573.00         10530.00
1958     69           5336.00          5916.00         11252.00
1958     70           5783.00          6149.00         11932.00
1958     71           6189.00          6297.00         12486.00
1958     72           6591.00          6557.00         13148.00
1958     73           7027.00          6706.00         13733.00
1958     74           7639.00          6986.00         14625.00
1958     75           8054.00          6855.00         14909.00
1958     76           8464.00          7097.00         15561.00
1958     77           8365.00          6778.00         15143.00
1958     78           8729.00          7102.00         15831.00
1958     79           9077.00          7119.00         16196.00
1958     80           9235.00          6996.00         16231.00
1958     81           8990.00          6596.00         15586.00
1958     82           9032.00          6382.00         15414.00
1958     83           8546.00          5820.00         14366.00
1958     84           7821.00          5111.00         12932.00
1958     85           7342.00          4527.00         11869.00
1958     86           5959.00          3439.00          9398.00
1958     87           5125.00          2840.00          7965.00
1958     88           4578.00          2425.00          7003.00
1958     89           3819.00          1857.00          5676.00
1958     90           3111.00          1346.00          4457.00
1958     91           2511.00          1085.00          3596.00
1958     92           1871.00           795.00          2666.00
1958     93           1440.00           544.00          1984.00
1958     94           1030.00           365.00          1395.00
1958     95            702.00           234.00           936.00
1958     96            488.00           156.00           644.00
1958     97            349.00            79.00           428.00
1958     98            173.00            46.00           219.00
1958     99             81.00            23.00           104.00
1958    100             69.50            18.00            87.50
1958    101             43.50             7.50            51.00
1958    102             22.50             2.50            25.00
1958    103             11.50             1.50            13.00
1958    104              6.00             0.50             6.50
1958    105              4.50             0.00             4.50
1958    106              1.50             0.00             1.50
1958    107              0.50             0.00             0.50
1958    108              0.50             0.00             0.50
1958    109              0.00             0.00             0.00
1958    110+             0.00             0.00             0.00
1959      0          10354.00         14043.00         24397.00
1959      1           1063.00          1213.00          2276.00
1959      2            410.00           534.00           944.00
1959      3            301.00           336.00           637.00
1959      4            226.00           325.00           551.00
1959      5            201.00           258.00           459.00
1959      6            180.00           212.00           392.00
1959      7            141.00           191.00           332.00
1959      8            142.00           195.00           337.00
1959      9            125.00           179.00           304.00
1959     10            114.00           180.00           294.00
1959     11            118.00           173.00           291.00
1959     12            117.00           179.00           296.00
1959     13            109.00           157.00           266.00
1959     14            101.00           199.00           300.00
1959     15            108.00           218.00           326.00
1959     16            110.00           252.00           362.00
1959     17            122.00           298.00           420.00
1959     18            128.00           336.00           464.00
1959     19            146.00           435.00           581.00
1959     20            196.00           380.00           576.00
1959     21            195.00           316.00           511.00
1959     22            215.00           378.00           593.00
1959     23            222.00           488.00           710.00
1959     24            231.00           511.00           742.00
1959     25            207.00           559.00           766.00
1959     26            271.00           575.00           846.00
1959     27            295.00           578.00           873.00
1959     28            275.00           634.00           909.00
1959     29            285.00           628.00           913.00
1959     30            338.00           705.00          1043.00
1959     31            382.00           669.00          1051.00
1959     32            346.00           724.00          1070.00
1959     33            376.00           747.00          1123.00
1959     34            390.00           782.00          1172.00
1959     35            468.00           821.00          1289.00
1959     36            523.00           824.00          1347.00
1959     37            531.00          1021.00          1552.00
1959     38            614.00          1033.00          1647.00
1959     39            612.00           933.00          1545.00
1959     40            417.00           660.00          1077.00
1959     41            397.00           679.00          1076.00
1959     42            397.00           692.00          1089.00
1959     43            446.00           732.00          1178.00
1959     44            727.00          1298.00          2025.00
1959     45            915.00          1598.00          2513.00
1959     46           1072.00          1833.00          2905.00
1959     47           1060.00          1920.00          2980.00
1959     48           1116.00          2237.00          3353.00
1959     49           1306.00          2360.00          3666.00
1959     50           1438.00          2705.00          4143.00
1959     51           1519.00          2949.00          4468.00
1959     52           1634.00          3145.00          4779.00
1959     53           1770.00          3393.00          5163.00
1959     54           1862.00          3812.00          5674.00
1959     55           2046.00          3920.00          5966.00
1959     56           2135.00          4524.00          6659.00
1959     57           2387.00          4715.00          7102.00
1959     58           2470.00          4959.00          7429.00
1959     59           2614.00          5002.00          7616.00
1959     60           2752.00          5102.00          7854.00
1959     61           3030.00          5200.00          8230.00
1959     62           3330.00          5237.00          8567.00
1959     63           3491.00          4991.00          8482.00
1959     64           3676.00          4866.00          8542.00
1959     65           4082.00          5094.00          9176.00
1959     66           4344.00          5152.00          9496.00
1959     67           4407.00          5403.00          9810.00
1959     68           4820.00          5438.00         10258.00
1959     69           5266.00          5758.00         11024.00
1959     70           5663.00          6233.00         11896.00
1959     71           6183.00          6637.00         12820.00
1959     72           6628.00          6677.00         13305.00
1959     73           7097.00          6943.00         14040.00
1959     74           7737.00          7051.00         14788.00
